translation_x,translation_y,frame_numbers
-1.7214017432195057,-0.5040369439844122,frame_93
-1.7214017432195057,-0.5040369439844122,frame_94
-1.7214017432195057,-0.5040369439844122,frame_95
-1.7214017432195057,-0.5040369439844122,frame_96
-1.7214017432195057,-0.5040369439844122,frame_97
-1.7379283724266434,-0.5468975391032002,frame_98
-1.799142445198123,-0.7056517264057895,frame_99
-1.799142445198123,-0.7056517264057895,frame_100
-1.799142445198123,-0.7056517264057895,frame_101
-1.799142445198123,-0.7056517264057895,frame_102
-1.83983366499142,-0.8219298122268663,frame_103
-1.8990947683738184,-0.9912726753790128,frame_104
-1.8990947683738184,-0.9912726753790128,frame_105
-1.8990947683738184,-0.9912726753790128,frame_106
-1.8990947683738184,-0.9912726753790128,frame_107
-1.8990947683738184,-0.9912726753790128,frame_108
-1.9529116419456964,-1.146703049660566,frame_109
-2.021258703529122,-1.3440985625895696,frame_110
-2.021258703529122,-1.3440985625895696,frame_111
-2.021258703529122,-1.3440985625895696,frame_112
-2.021258703529122,-1.3440985625895696,frame_113
-2.021258703529122,-1.3440985625895696,frame_114
-2.0791587288331934,-1.5431736974758716,frame_115
-2.1434226069819933,-1.7641293903896975,frame_116
-2.1434226069819933,-1.7641293903896975,frame_117
-2.1434226069819933,-1.7641293903896975,frame_118
-2.1434226069819933,-1.7641293903896975,frame_119
-2.1434226069819933,-1.7641293903896975,frame_120
-2.211040621134845,-1.9985549164794656,frame_121
-2.2766922954102533,-2.2261633204455538,frame_122
-2.2766922954102533,-2.2261633204455538,frame_123
-2.2766922954102533,-2.2261633204455538,frame_124
-2.2766922954102533,-2.2261633204455538,frame_125
-2.2766922954102533,-2.2261633204455538,frame_126
-2.3487646522681587,-2.494203974781787,frame_127
-2.4099619485979504,-2.721799741965951,frame_128
-2.4099619485979504,-2.721799741965951,frame_129
-2.4099619485979504,-2.721799741965951,frame_130
-2.4099619485979504,-2.721799741965951,frame_131
-2.4099619485979504,-2.721799741965951,frame_132
-2.486488636835965,-3.020877913364405,frame_133
-2.5432315509254013,-3.242638025769976,frame_134
-2.5432315509254013,-3.242638025769976,frame_135
-2.5432315509254013,-3.242638025769976,frame_136
-2.5432315509254013,-3.242638025769976,frame_137
-2.5432315509254013,-3.242638025769976,frame_138
-2.624212571410207,-3.564229152680825,frame_139
-2.6765011094140223,-3.771876941761512,frame_140
-2.6765011094140223,-3.771876941761512,frame_141
-2.6765011094140223,-3.771876941761512,frame_142
-2.6765011094140223,-3.771876941761512,frame_143
-2.6765011094140223,-3.771876941761512,frame_144
-2.761936463315384,-4.11654259180797,frame_145
-2.809770630459782,-4.3095165020265584,frame_146
-2.809770630459782,-4.3095165020265584,frame_147
-2.809770630459782,-4.3095165020265584,frame_148
-2.809770630459782,-4.3095165020265584,frame_149
-2.809770630459782,-4.3095165020265584,frame_150
-2.8996603152147284,-4.666485868874762,frame_151
-2.943040113973701,-4.838755460643919,frame_152
-2.943040113973701,-4.838755460643919,frame_153
-2.943040113973701,-4.838755460643919,frame_154
-2.943040113973701,-4.838755460643919,frame_155
-2.943040113973701,-4.838755460643919,frame_156
-3.029522099870069,-5.219360902401947,frame_157
-3.0652037359055746,-5.376395048937579,frame_158
-3.0652037359055746,-5.376395048937579,frame_159
-3.0652037359055746,-5.376395048937579,frame_160
-3.0652037359055746,-5.376395048937579,frame_161
-3.0652037359055746,-5.376395048937579,frame_162
-3.1640020701389275,-5.77497039984865,frame_163
-3.198473138013198,-5.91403466728676,frame_164
-3.198473138013198,-5.91403466728676,frame_165
-3.198473138013198,-5.91403466728676,frame_166
-3.198473138013198,-5.91403466728676,frame_167
-3.198473138013198,-5.91403466728676,frame_168
-3.3017257832014484,-6.337088431831726,frame_169
-3.331742486893952,-6.460074912935353,frame_170
-3.331742486893952,-6.460074912935353,frame_171
-3.331742486893952,-6.460074912935353,frame_172
-3.331742486893952,-6.460074912935353,frame_173
-3.331742486893952,-6.460074912935353,frame_174
-3.4394494542275376,-6.901379368800695,frame_175
-3.465011800796647,-7.00611518787156,frame_176
-3.465011800796647,-7.00611518787156,frame_177
-3.465011800796647,-7.00611518787156,frame_178
-3.465011800796647,-7.00611518787156,frame_179
-3.465342867066032,-7.00759497182666,frame_180
-3.5678262700110586,-7.465670316148935,frame_181
-3.587175254199532,-7.5521554673023905,frame_182
-3.587175254199532,-7.5521554673023905,frame_183
-3.587175254199532,-7.5521554673023905,frame_184
-3.587175254199532,-7.5521554673023905,frame_185
-3.587175254199532,-7.5521554673023905,frame_186
-3.587175254199532,-7.5521554673023905,frame_187
-3.67439280062327,-7.935998791644081,frame_188
-3.7093386754029214,-8.08979514682106,frame_189
-3.7093386754029214,-8.08979514682106,frame_190
-3.7093386754029214,-8.08979514682106,frame_191
-3.718608530118137,-8.12660762218251,frame_192
-3.830408596077401,-8.57058838563271,frame_193
-3.842607885399591,-8.619034240653846,frame_194
-3.842607885399591,-8.619034240653846,frame_195
-3.842607885399591,-8.619034240653846,frame_196
-3.8778012252374574,-8.754357340808191,frame_197
-3.97587707764766,-9.13147211478451,frame_198
-3.97587707764766,-9.13147211478451,frame_199
-3.97587707764766,-9.13147211478451,frame_200
-3.97587707764766,-9.13147211478451,frame_201
-3.97587707764766,-9.13147211478451,frame_202
-4.008916773100566,-9.283922764168745,frame_203
-4.086934596472659,-9.643909975720783,frame_204
-4.086934596472659,-9.643909975720783,frame_205
-4.086934596472659,-9.643909975720783,frame_206
-4.086934596472659,-9.643909975720783,frame_207
-4.086934596472659,-9.643909975720783,frame_208
-4.123686231152402,-9.813488186588122,frame_209
-4.197992083980786,-10.156347863155226,frame_210
-4.197992083980786,-10.156347863155226,frame_211
-4.197992083980786,-10.156347863155226,frame_212
-4.197992083980786,-10.156347863155226,frame_213
-4.197992083980786,-10.156347863155226,frame_214
-4.246548429834999,-10.336932144526374,frame_215
-4.331261195205447,-10.651984556075544,frame_216
-4.331261195205447,-10.651984556075544,frame_217
-4.331261195205447,-10.651984556075544,frame_218
-4.331261195205447,-10.651984556075544,frame_219
-4.331261195205447,-10.651984556075544,frame_220
-4.375436716322624,-10.845793305701198,frame_221
-4.442318655939848,-11.139220632916404,frame_222
-4.442318655939848,-11.139220632916404,frame_223
-4.442318655939848,-11.139220632916404,frame_224
-4.442318655939848,-11.139220632916404,frame_225
-4.442318655939848,-11.139220632916404,frame_226
-4.494994891005304,-11.345692296586154,frame_227
-4.56448190779207,-11.618056104318118,frame_228
-4.56448190779207,-11.618056104318118,frame_229
-4.56448190779207,-11.618056104318118,frame_230
-4.56448190779207,-11.618056104318118,frame_231
-4.56448190779207,-11.618056104318118,frame_232
-4.61608131346738,-11.83272603669503,frame_233
-4.6755393454121,-12.080090352810489,frame_234
-4.6755393454121,-12.080090352810489,frame_235
-4.6755393454121,-12.080090352810489,frame_236
-4.6755393454121,-12.080090352810489,frame_237
-4.6755393454121,-12.080090352810489,frame_238
-4.7363818493757295,-12.310203164856464,frame_239
-4.797702559235081,-12.542124602390096,frame_240
-4.797702559235081,-12.542124602390096,frame_241
-4.797702559235081,-12.542124602390096,frame_242
-4.797702559235081,-12.542124602390096,frame_243
-4.797702559235081,-12.542124602390096,frame_244
-4.856725829407615,-12.783215645762484,frame_245
-4.908759941809011,-12.99575823130778,frame_246
-4.908759941809011,-12.99575823130778,frame_247
-4.908759941809011,-12.99575823130778,frame_248
-4.908759941809011,-12.99575823130778,frame_249
-4.908759941809011,-12.99575823130778,frame_250
-4.977768711137929,-13.252011402445683,frame_251
-5.030923120349168,-13.44939191006523,frame_252
-5.030923120349168,-13.44939191006523,frame_253
-5.030923120349168,-13.44939191006523,frame_254
-5.030923120349168,-13.44939191006523,frame_255
-5.030923120349168,-13.44939191006523,frame_256
-5.030923120349168,-13.44939191006523,frame_257
-5.079479362256948,-13.64405569092722,frame_258
-5.141980475291136,-13.89462497910288,frame_259
-5.141980475291136,-13.89462497910288,frame_260
-5.141980475291136,-13.89462497910288,frame_261
-5.141980475291136,-13.89462497910288,frame_262
-5.141980475291136,-13.89462497910288,frame_263
-5.199475480191069,-14.112077430228728,frame_264
-5.264143566316518,-14.356659265852027,frame_265
-5.264143566316518,-14.356659265852027,frame_266
-5.264143566316518,-14.356659265852027,frame_267
-5.264143566316518,-14.356659265852027,frame_268
-5.338014506444013,-14.675162037352925,frame_269
-5.3752007832306905,-14.835494804174555,frame_270
-5.3752007832306905,-14.835494804174555,frame_271
-5.3752007832306905,-14.835494804174555,frame_272
-5.3752007832306905,-14.835494804174555,frame_273
-5.3752007832306905,-14.835494804174555,frame_274
-5.460542006119281,-15.170002069853693,frame_275
-5.49736380099492,-15.314330420260948,frame_276
-5.49736380099492,-15.314330420260948,frame_277
-5.49736380099492,-15.314330420260948,frame_278
-5.49736380099492,-15.314330420260948,frame_279
-5.49736380099492,-15.314330420260948,frame_280
-5.58678814068555,-15.664842151574469,frame_281
-5.6195267924028105,-15.79316606801586,frame_282
-5.6195267924028105,-15.79316606801586,frame_283
-5.6195267924028105,-15.79316606801586,frame_284
-5.6195267924028105,-15.79316606801586,frame_285
-5.6195267924028105,-15.79316606801586,frame_286
-5.71303421018389,-16.172542446674782,frame_287
-5.741689709181316,-16.288802949812187,frame_288
-5.741689709181316,-16.288802949812187,frame_289
-5.741689709181316,-16.288802949812187,frame_290
-5.756477257132185,-16.352866252771808,frame_291
-5.85896011432404,-16.79684725288504,frame_292
-5.863852512029178,-16.818042325754764,frame_293
-5.863852512029178,-16.818042325754764,frame_294
-5.863852512029178,-16.818042325754764,frame_295
-5.863852512029178,-16.818042325754764,frame_296
-5.882723169887724,-16.90498537827774,frame_297
-5.985205923871952,-17.377155640127658,frame_298
-5.986015191850292,-17.380884192087713,frame_299
-5.986015191850292,-17.380884192087713,frame_300
-5.986015191850292,-17.380884192087713,frame_301
-5.986015191850292,-17.380884192087713,frame_302
-6.011055675634532,-17.49611011768067,frame_303
-6.119283535836599,-17.994129863392494,frame_304
-6.119283535836599,-17.994129863392494,frame_305
-6.119283535836599,-17.994129863392494,frame_306
-6.119283535836599,-17.994129863392494,frame_307
-6.174494301447568,-18.247919319213064,frame_308
-6.263657514257102,-18.657779298652464,frame_309
-6.263657514257102,-18.657779298652464,frame_310
-6.263657514257102,-18.657779298652464,frame_311
-6.263657514257102,-18.657779298652464,frame_312
-6.263657514257102,-18.657779298652464,frame_313
-6.3283119161973405,-18.96169679734625,frame_314
-6.419137071710774,-19.38863376147796,frame_315
-6.419137071710774,-19.38863376147796,frame_316
-6.419137071710774,-19.38863376147796,frame_317
-6.419137071710774,-19.38863376147796,frame_318
-6.419137071710774,-19.38863376147796,frame_319
-6.493977482636055,-19.74717179126129,frame_320
-6.585722195492849,-20.186693276833484,frame_321
-6.585722195492849,-20.186693276833484,frame_322
-6.585722195492849,-20.186693276833484,frame_323
-6.585722195492849,-20.186693276833484,frame_324
-6.707265989232579,-20.73291866478824,frame_325
-6.774518705787343,-21.03515656654241,frame_326
-6.774518705787343,-21.03515656654241,frame_327
-6.774518705787343,-21.03515656654241,frame_328
-6.774518705787343,-21.03515656654241,frame_329
-6.774518705787343,-21.03515656654241,frame_330
-6.909893480658391,-21.66094132191023,frame_331
-6.974420718836141,-21.959225562796973,frame_332
-6.974420718836141,-21.959225562796973,frame_333
-6.974420718836141,-21.959225562796973,frame_334
-6.974420718836141,-21.959225562796973,frame_335
-6.974420718836141,-21.959225562796973,frame_336
-7.12436889356639,-22.645744789273216,frame_337
-7.185428298615449,-22.925297745478176,frame_338
-7.185428298615449,-22.925297745478176,frame_339
-7.185428298615449,-22.925297745478176,frame_340
-7.200142204798209,-22.99263430640389,frame_341
-7.386473762185368,-23.84536002794508,frame_342
-7.40754140058341,-23.94177374017962,frame_343
-7.40754140058341,-23.94177374017962,frame_344
-7.40754140058341,-23.94177374017962,frame_345
-7.40754140058341,-23.94177374017962,frame_346
-7.429679113338264,-24.04727106366666,frame_347
-7.61601043580062,-24.935233429935447,frame_348
-7.629654222513586,-25.000252928398783,frame_349
-7.629654222513586,-25.000252928398783,frame_350
-7.629654222513586,-25.000252928398783,frame_351
-7.694997164315579,-25.326473556268407,frame_352
-7.851766719672662,-26.10913594288704,frame_353
-7.851766719672662,-26.10913594288704,frame_354
-7.851766719672662,-26.10913594288704,frame_355
-7.851766719672662,-26.10913594288704,frame_356
-7.851766719672662,-26.10913594288704,frame_357
-7.931810173971002,-26.483428116002106,frame_358
-8.09609053559619,-27.25162151909587,frame_359
-8.09609053559619,-27.25162151909587,frame_360
-8.09609053559619,-27.25162151909587,frame_361
-8.09609053559619,-27.25162151909587,frame_362
-8.09609053559619,-27.25162151909587,frame_363
-8.180290509598214,-27.673198606284256,frame_364
-8.329308311793609,-28.4193091809412,frame_365
-8.329308311793609,-28.4193091809412,frame_366
-8.329308311793609,-28.4193091809412,frame_367
-8.329308311793609,-28.4193091809412,frame_368
-8.329308311793609,-28.4193091809412,frame_369
-8.430064735730788,-28.893169537507067,frame_370
-8.584737383469465,-29.62059944365512,frame_371
-8.584737383469465,-29.62059944365512,frame_372
-8.584737383469465,-29.62059944365512,frame_373
-8.584737383469465,-29.62059944365512,frame_374
-8.735179627038582,-30.342977901849046,frame_375
-8.840166162044625,-30.84709170319598,frame_376
-8.840166162044625,-30.84709170319598,frame_377
-8.840166162044625,-30.84709170319598,frame_378
-8.840166162044625,-30.84709170319598,frame_379
-8.840166162044625,-30.84709170319598,frame_380
-9.012970125821044,-31.63137838802999,frame_381
-9.117806202538809,-32.10718656547644,frame_382
-9.117806202538809,-32.10718656547644,frame_383
-9.117806202538809,-32.10718656547644,frame_384
-9.117806202538809,-32.10718656547644,frame_385
-9.117806202538809,-32.10718656547644,frame_386
-9.292606270818547,-32.93909967809706,frame_387
-9.38434019094883,-33.375682179348395,frame_388
-9.38434019094883,-33.375682179348395,frame_389
-9.38434019094883,-33.375682179348395,frame_390
-9.387517035256318,-33.39048510340497,frame_391
-9.620429883694854,-34.47577316713209,frame_392
-9.661979663190166,-34.669379831766804,frame_393
-9.661979663190166,-34.669379831766804,frame_394
-9.661979663190166,-34.669379831766804,frame_395
-9.661979663190166,-34.669379831766804,frame_396
-9.674436222095686,-34.72817668239535,frame_397
-9.90734879330908,-35.82755940622893,frame_398
-9.939618804970376,-35.97987876423315,frame_399
-9.939618804970376,-35.97987876423315,frame_400
-9.939618804970376,-35.97987876423315,frame_401
-9.939618804970376,-35.97987876423315,frame_402
-9.961355056981752,-36.083792667161966,frame_403
-10.1942673573805,-37.19727010392963,frame_404
-10.217257623930994,-37.30717903971973,frame_405
-10.217257623930994,-37.30717903971973,frame_406
-10.217257623930994,-37.30717903971973,frame_407
-10.217257623930994,-37.30717903971973,frame_408
-10.249514222044718,-37.45545619444673,frame_409
-10.49174301542702,-38.56893369598163,frame_410
-10.506001996803432,-38.63447939241079,frame_411
-10.506001996803432,-38.63447939241079,frame_412
-10.506001996803432,-38.63447939241079,frame_413
-10.506001996803432,-38.63447939241079,frame_414
-10.547909443002792,-38.829558292162105,frame_415
-10.790137959831496,-39.95713052184515,frame_416
-10.794746040015244,-39.97858110625764,frame_417
-10.794746040015244,-39.97858110625764,frame_418
-10.794746040015244,-39.97858110625764,frame_419
-10.794746040015244,-39.97858110625764,frame_420
-10.846304330195544,-40.2185848460318,frame_421
-11.0834898539929,-41.32268299460484,frame_422
-11.0834898539929,-41.32268299460484,frame_423
-11.0834898539929,-41.32268299460484,frame_424
-11.0834898539929,-41.32268299460484,frame_425
-11.1995011041789,-41.830409353470976,frame_426
-11.394444948317126,-42.68358633422913,frame_427
-11.394444948317126,-42.68358633422913,frame_428
-11.394444948317126,-42.68358633422913,frame_429
-11.394444948317126,-42.68358633422913,frame_430
-11.394444948317126,-42.68358633422913,frame_431
-11.520849298409775,-43.24362884059424,frame_432
-11.705399649545065,-44.0612908998874,frame_433
-11.705399649545065,-44.0612908998874,frame_434
-11.705399649545065,-44.0612908998874,frame_435
-11.705399649545065,-44.0612908998874,frame_436
-11.705399649545065,-44.0612908998874,frame_437
-11.837311362134676,-44.671077072364426,frame_438
-12.005248244692286,-45.4473962241832,frame_439
-12.005248244692286,-45.4473962241832,frame_440
-12.005248244692286,-45.4473962241832,frame_441
-12.005248244692286,-45.4473962241832,frame_442
-12.005248244692286,-45.4473962241832,frame_443
-12.14192490156516,-46.10748762224327,frame_444
-12.293990724001969,-46.84190228840556,frame_445
-12.293990724001969,-46.84190228840556,frame_446
-12.293990724001969,-46.84190228840556,frame_447
-12.293990724001969,-46.84190228840556,frame_448
-12.486833285702826,-47.77325260237805,frame_449
-12.5827329004711,-48.23640832659427,frame_450
-12.5827329004711,-48.23640832659427,frame_451
-12.5827329004711,-48.23640832659427,frame_452
-12.5827329004711,-48.23640832659427,frame_453
-12.5827329004711,-48.23640832659427,frame_454
-12.777437687579354,-49.214368324222605,frame_455
-12.860369052461872,-49.63091461775945,frame_456
-12.860369052461872,-49.63091461775945,frame_457
-12.860369052461872,-49.63091461775945,frame_458
-12.860369052461872,-49.63091461775945,frame_459
-12.860369052461872,-49.63091461775945,frame_460
-13.08067238667451,-50.67400043537385,frame_461
-13.160216336445556,-51.05062281460269,frame_462
-13.160216336445556,-51.05062281460269,frame_463
-13.160216336445556,-51.05062281460269,frame_464
-13.160216336445556,-51.05062281460269,frame_465
-13.160216336445556,-51.05062281460269,frame_466
-13.382010642749504,-52.1411606536566,frame_467
-13.44895757173971,-52.4703312283612,frame_468
-13.44895757173971,-52.4703312283612,frame_469
-13.44895757173971,-52.4703312283612,frame_470
-13.44895757173971,-52.4703312283612,frame_471
-13.44895757173971,-52.4703312283612,frame_472
-13.680402406953512,-53.61505470535766,frame_473
-13.737698479983523,-53.898440419610345,frame_474
-13.737698479983523,-53.898440419610345,frame_475
-13.737698479983523,-53.898440419610345,frame_476
-13.737698479983523,-53.898440419610345,frame_477
-13.737698479983523,-53.898440419610345,frame_478
-13.99734023920749,-55.10492565551198,frame_479
-14.048650619320997,-55.343351154709296,frame_480
-14.048650619320997,-55.343351154709296,frame_481
-14.048650619320997,-55.343351154709296,frame_482
-14.048650619320997,-55.343351154709296,frame_483
-14.057498833132133,-55.38574139713175,frame_484
-14.309040911477274,-56.5908354317125,frame_485
-14.348496722043247,-56.77986130863701,frame_486
-14.348496722043247,-56.77986130863701,frame_487
-14.348496722043247,-56.77986130863701,frame_488
-14.348496722043247,-56.77986130863701,frame_489
-14.36736687297359,-56.87079368197652,frame_490
-14.618908693509203,-58.0829352710862,frame_491
-14.648342517448402,-58.22477237017081,frame_492
-14.648342517448402,-58.22477237017081,frame_493
-14.648342517448402,-58.22477237017081,frame_494
-14.648342517448402,-58.22477237017081,frame_495
-14.678304693031308,-58.36480842482329,frame_496
-14.939162884200064,-59.5839973256418,frame_497
-14.959293720919838,-59.67808404986148,frame_498
-14.959293720919838,-59.67808404986148,frame_499
-14.959293720919838,-59.67808404986148,frame_500
-14.959293720919838,-59.67808404986148,frame_501
-15.001090303312942,-59.866695137864966,frame_502
-15.271264963515224,-61.08588421252316,frame_503
-15.281350449753925,-61.13139593677454,frame_504
-15.281350449753925,-61.13139593677454,frame_505
-15.281350449753925,-61.13139593677454,frame_506
-15.281350449753925,-61.13139593677454,frame_507
-15.330286300152911,-61.36721105562268,frame_508
-15.58119539288133,-62.576307393775856,frame_509
-15.58119539288133,-62.576307393775856,frame_510
-15.58119539288133,-62.576307393775856,frame_511
-15.58119539288133,-62.576307393775856,frame_512
-15.58119539288133,-62.576307393775856,frame_513
-15.640153059371906,-62.8637203005663,frame_514
-15.881039819244616,-64.0380198952325,frame_515
-15.881039819244616,-64.0380198952325,frame_516
-15.881039819244616,-64.0380198952325,frame_517
-15.881039819244616,-64.0380198952325,frame_518
-15.881039819244616,-64.0380198952325,frame_519
-15.947464446765215,-64.37042344757334,frame_520
-16.169778285207826,-65.48293114827426,frame_521
-16.169778285207826,-65.48293114827426,frame_522
-16.169778285207826,-65.48293114827426,frame_523
-16.169778285207826,-65.48293114827426,frame_524
-16.169778285207826,-65.48293114827426,frame_525
-16.24292740720257,-65.8680557110588,frame_526
-16.447410552801585,-66.94464391742567,frame_527
-16.447410552801585,-66.94464391742567,frame_528
-16.447410552801585,-66.94464391742567,frame_529
-16.447410552801585,-66.94464391742567,frame_530
-16.447410552801585,-66.94464391742567,frame_531
-16.533136380486166,-67.3761301260832,frame_532
-16.736148355783847,-68.39795598532807,frame_533
-16.736148355783847,-68.39795598532807,frame_534
-16.736148355783847,-68.39795598532807,frame_535
-16.736148355783847,-68.39795598532807,frame_536
-16.736148355783847,-68.39795598532807,frame_537
-16.831524758695785,-68.88079225189712,frame_538
-17.02488585265762,-69.85966905850559,frame_539
-17.02488585265762,-69.85966905850559,frame_540
-17.02488585265762,-69.85966905850559,frame_541
-17.02488585265762,-69.85966905850559,frame_542
-17.02488585265762,-69.85966905850559,frame_543
-17.12587315223459,-70.38830545404868,frame_544
-17.302517327736364,-71.31298153333887,frame_545
-17.302517327736364,-71.31298153333887,frame_546
-17.302517327736364,-71.31298153333887,frame_547
-17.302517327736364,-71.31298153333887,frame_548
-17.302517327736364,-71.31298153333887,frame_549
-17.40837312261188,-71.88685651526488,frame_550
-17.56904279762386,-72.75789344764998,frame_551
-17.56904279762386,-72.75789344764998,frame_552
-17.56904279762386,-72.75789344764998,frame_553
-17.56904279762386,-72.75789344764998,frame_554
-17.56904279762386,-72.75789344764998,frame_555
-17.693370820889104,-73.38729728349512,frame_556
-17.85777941668949,-74.2196068314553,frame_557
-17.85777941668949,-74.2196068314553,frame_558
-17.85777941668949,-74.2196068314553,frame_559
-17.85777941668949,-74.2196068314553,frame_560
-17.85777941668949,-74.2196068314553,frame_561
-17.986604651868287,-74.89786648034101,frame_562
-18.135409920277283,-75.68132019547181,frame_563
-18.135409920277283,-75.68132019547181,frame_564
-18.135409920277283,-75.68132019547181,frame_565
-18.135409920277283,-75.68132019547181,frame_566
-18.135409920277283,-75.68132019547181,frame_567
-18.27351456141297,-76.40007822749462,frame_568
-18.41304037621653,-77.12623267994384,frame_569
-18.41304037621653,-77.12623267994384,frame_570
-18.41304037621653,-77.12623267994384,frame_571
-18.41304037621653,-77.12623267994384,frame_572
-18.41304037621653,-77.12623267994384,frame_573
-18.554528678772048,-77.88882546361442,frame_574
-18.679564853123424,-78.56274466778835,frame_575
-18.679564853123424,-78.56274466778835,frame_576
-18.679564853123424,-78.56274466778835,frame_577
-18.679564853123424,-78.56274466778835,frame_578
-18.679564853123424,-78.56274466778835,frame_579
-18.829961075198558,-79.38283158339065,frame_580
-18.946088787761365,-80.0160577129939,frame_581
-18.946088787761365,-80.0160577129939,frame_582
-18.946088787761365,-80.0160577129939,frame_583
-18.946088787761365,-80.0160577129939,frame_584
-18.946088787761365,-80.0160577129939,frame_585
-19.098755137489658,-80.86965620142479,frame_586
-19.20150689730679,-81.44416883645941,frame_587
-19.20150689730679,-81.44416883645941,frame_588
-19.20150689730679,-81.44416883645941,frame_589
-19.20150689730679,-81.44416883645941,frame_590
-19.20150689730679,-81.44416883645941,frame_591
-19.36270999082733,-82.35610410095212,frame_592
-19.45692458508432,-82.88908153368277,frame_593
-19.45692458508432,-82.88908153368277,frame_594
